symbol_a,symbol_b,pearson_rho,stage1_rank,n_obs,n_obs_trading_days,data_start,data_end,Q_beta,Q_alpha,Q_beta_sqrt,Q_alpha_sqrt,Q_beta_annualised,Q_alpha_annualised,R,R_sqrt,SNR_beta_R,SNR_alpha_R,log_likelihood,log_likelihood_per_obs,em_iterations,em_converged,beta_initial,beta_final,beta_mean,beta_std,beta_drift_total,alpha_initial,alpha_final,alpha_mean,alpha_std,P_beta_final,P_alpha_final,kalman_gain_beta_mean,kalman_gain_alpha_mean,innovation_mean,innovation_std,spread_mean,spread_std,spread_skew,spread_kurtosis,spread_min,spread_max,spread_autocorr_lag1,ou_kappa,ou_mu,ou_sigma,half_life_minutes,half_life_hours,ou_equilibrium_minutes,spread_stationary_std,ar1_phi,ar1_c,ar1_phi_pvalue,adf_stat,adf_pvalue,adf_critical_1pct,adf_critical_5pct,adf_critical_10pct,hurst_exponent,tradeable,tradeable_reason,runtime_s,skipped,skip_reason,error
HAL,MAZDOCK,0.570293,32,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,6.8595893e-06,0.00014036446,0.0026190818,0.011847551,0.64823119,13.264441,0.0026465741,0.051444864,0.0025918751,0.053036285,80559.042,1.820543,15,False,0.69135301,0.61038846,0.63255886,0.028015292,0.080964545,2.962335,3.6308859,3.4153814,0.198945,0.047398163,2.8898527,0.035459777,0.10675144,2.3257909e-06,0.00099625704,3.188777e-09,0.00055849994,-0.62868075,77.939772,-0.01749086,0.015682239,0.2502004,1.3854941,1.2424047e-08,0.00092970315,0.50028881,0.0083381468,1.5008664,0.00055850487,0.25020015,9.3155489e-09,0,-68.347212,0,-3.4304979,-2.8616054,-2.5668048,-0.0095047813,False,HL=0.5<15,7.55,False,,
PNB,UNIONBANK,0.56687,33,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.00042158938,0.020532642,2.3719763e-09,2.3719763e-09,76382.936,1.726168,15,False,0.87279226,0.82987218,0.84383237,0.014622151,0.042920071,0.42389686,0.41694347,0.41957567,0.0027678068,5.445116e-09,4.2907462e-08,8.4349672e-05,8.1850359e-06,-0.018514291,0.026520948,0.00013676903,0.020532009,0.26310552,-0.32303025,-0.05225442,0.062933653,0.99919181,0.00083914825,-0.00094402668,0.00082563635,826.01278,13.76688,2478.0384,0.020153685,0.9991612,-7.9184605e-07,5.690363e-06,-3.4102886,0.010613093,-3.4304979,-2.8616054,-2.5668048,0.46761822,True,PASS,11.17,False,,
BDL,BEL,0.564575,34,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0035631727,0.059692317,2.8064876e-10,2.8064876e-10,50117.853,1.132607,15,False,1.0305693,1.0015943,1.0066352,0.0078660214,0.028974998,1.1252963,1.1222586,1.1230856,0.0012903983,1.0651369e-08,4.3586888e-08,4.8410975e-05,1.9010043e-06,-0.034679896,0.065289799,0.00023862128,0.059707479,-0.15953719,-1.2770908,-0.11676048,0.10396255,0.99984658,0.000166332,-0.0062070351,0.0010459175,4167.2509,69.454182,12501.753,0.057344866,0.99983368,-1.0323427e-06,0.022896832,-1.7090981,0.42643105,-3.4304979,-2.8616054,-2.5668048,0.48122858,False,ADF_p=0.4264; HL=4167>1440,6.7,False,,
BANKINDIA,INDIANB,0.562262,35,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,4.6240872e-08,1e-12,0.00021503691,1e-06,0.0043697624,9.45e-08,2.0776943e-07,0.00045581732,0.22255859,4.8130275e-06,237040.75,5.356853,15,False,0.56239504,0.56316949,0.56519801,0.0077449238,0.00077444199,1.1895077,1.1894956,1.1894993,4.0103734e-06,5.1847429e-09,4.4249587e-08,0.1356087,1.015784e-06,1.3638141e-07,0.00093038944,-2.0541518e-09,0.00010454492,-0.24957938,63.922694,-0.0027904143,0.0024448245,-0.45850275,20.723266,2.4791503e-09,0.00059811272,0.033447777,0.00055746295,0.10034333,9.2904969e-05,-0.45848268,2.4791503e-09,0,-77.891755,0,-3.4304979,-2.8616054,-2.5668048,-0.00075346271,False,HL=0.0<15,7.33,False,,
HINDALCO,VEDL,0.561227,36,44205,117.9,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,2.6535286e-06,1e-12,0.0016289655,1e-06,0.25075845,9.45e-08,0.0008632274,0.029380732,0.0030739625,1.1584433e-09,108480.79,2.454039,15,False,-0.06201222,-0.0023819357,-0.031263519,0.01513169,0.059630284,7.0218398,7.0218395,7.0218396,9.6872927e-08,6.973758e-06,4.4204996e-08,0.047571286,5.0957084e-09,2.7898856e-05,0.0016670075,-2.714116e-07,0.00099491173,-1.0172544,116.10458,-0.031772413,0.025429445,0.48911147,0.71513541,-2.5535071e-07,0.0011898757,0.96925306,0.016154218,2.9077592,0.00099492986,0.48912588,-1.3045207e-07,0,-63.453665,0,-3.430498,-2.8616054,-2.5668048,-0.0063557458,False,HL=1.0<15,7.8,False,,
BANKBARODA,UNIONBANK,0.55855,37,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.00030332912,0.017416346,3.2967491e-09,3.2967491e-09,88913.696,2.009349,15,False,0.74319855,0.71429709,0.7221644,0.011692862,0.028901458,1.9425282,1.9376062,1.9390596,0.0022181113,4.8693135e-09,4.285938e-08,9.2222663e-05,9.8667823e-06,-0.010904171,0.023703304,7.6922181e-05,0.017415465,-0.62871305,1.0427696,-0.068758074,0.051799337,0.99891555,0.0010866749,1.2694796e-06,0.00081129004,637.86065,10.631011,1913.582,0.017402487,0.99891392,1.3787624e-09,4.6433426e-07,-3.7323815,0.0036800596,-3.4304979,-2.8616054,-2.5668048,0.45882094,True,PASS,7.14,False,,
TCS,WIPRO,0.552995,38,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.00035050484,0.018721774,2.8530277e-09,2.8530277e-09,103130.23,2.330627,15,True,0.88143973,0.86554396,0.87779138,0.0051327818,0.015895772,3.1832319,3.1804285,3.1827363,0.00096758348,4.8796297e-09,4.2945101e-08,8.4181367e-05,8.8819076e-06,-0.0066379341,0.021600945,1.8071173e-05,0.018720262,-0.23850582,0.82297747,-0.063605039,0.053087055,0.9990591,0.00086528305,-0.0013170537,0.00081224949,801.06409,13.351068,2403.1923,0.019525194,0.99913509,-1.1391314e-06,1.3692044e-05,-3.6162965,0.0054570092,-3.4304979,-2.8616053,-2.5668048,0.45851487,True,PASS,7.29,False,,
BDL,GRSE,0.549948,39,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0012881976,0.03589147,7.7627842e-10,7.7627842e-10,74343.207,1.680072,15,False,0.35080795,0.33297556,0.33846845,0.0061401163,0.017832396,4.5690921,4.5671591,4.5678991,0.00081814996,5.1274422e-09,4.3697181e-08,5.1412923e-05,2.9951776e-06,-0.012790084,0.041381768,-0.00011511489,0.035890347,-0.051777803,-0.66040916,-0.09129404,0.10777265,0.99957747,0.00042920866,-0.0015344021,0.0010434439,1614.9422,26.915704,4844.8267,0.035613929,0.99957088,-6.5843735e-07,0.00095056491,-2.7350664,0.068164321,-3.4304978,-2.8616053,-2.5668048,0.48973326,False,ADF_p=0.0682; HL=1615>1440,7.67,False,,
ADANIENT,ADANIPORTS,0.549592,40,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1.0701975e-06,1e-06,0.0010345035,9.45e-08,0.10113367,0.00080793089,0.028424125,1.2377296e-09,0.0013246152,115840.06,2.617854,15,False,1.0261068,1.0261948,1.0261958,1.7108547e-06,8.7988343e-05,0.20032903,0.29672976,0.18200091,0.034986298,5.9594844e-07,6.2405013e-05,1.4686981e-05,0.035706802,6.082832e-05,0.0030304458,4.3150854e-07,0.0021655443,-0.082845517,6.820361,-0.030767514,0.020058335,0.90815556,0.096329187,5.6008911e-07,0.00095056485,7.1956092,0.11992682,21.586828,0.0021656477,0.90816501,5.1435777e-08,0,-35.152552,0,-3.4304979,-2.8616053,-2.5668048,0.19259943,False,HL=7.2<15,7.74,False,,
INFY,WIPRO,0.549146,41,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0015505774,0.039377371,6.4492106e-10,6.4492106e-10,57969.007,1.310034,15,False,0.31121305,0.27734175,0.29744963,0.01312954,0.033871296,5.6373393,5.6304136,5.6342482,0.0025172119,8.5924181e-09,4.3197982e-08,5.719678e-05,3.6813791e-06,-0.032755401,0.045227232,-0.00046943441,0.039394201,0.38420259,-0.18711441,-0.093177763,0.10344277,0.99971981,0.0002673868,-0.003388926,0.00093262074,2592.3014,43.205023,7776.9042,0.040329245,0.99973265,-9.0603296e-07,0.0087578076,-2.1895701,0.21005266,-3.4304978,-2.8616053,-2.5668048,0.51647041,False,ADF_p=0.2101; HL=2592>1440,7.27,False,,
JSWSTEEL,TATASTEEL,0.547638,42,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,4.9148592e-08,1e-12,0.00022169482,1e-06,0.004644542,9.45e-08,1.4360439e-07,0.00037895169,0.34224994,6.9635756e-06,246234.53,5.564622,15,False,0.37630369,0.38028538,0.37154098,0.0053509426,0.0039816917,5.131029,5.1310038,5.1310115,8.0290157e-06,6.1364497e-09,4.424931e-08,0.17317764,1.6124662e-06,5.9133705e-07,0.00076154959,-3.4433029e-09,9.0398324e-05,-0.23843832,55.062816,-0.0019842516,0.0021234507,-0.45276653,20.723266,1.5909307e-09,0.00051885856,0.033447777,0.00055746295,0.10034333,8.0594404e-05,-0.45272112,1.5909307e-09,0,-79.036579,0,-3.4304979,-2.8616054,-2.5668048,-0.00075281385,False,HL=0.0<15,7.68,False,,
GRAPHITE,HEG,0.547566,43,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,4.650056e-07,1e-12,0.00068191319,1e-06,0.043943029,9.45e-08,1.1818377e-06,0.0010871236,0.39345977,8.4613986e-07,195846.34,4.425906,15,False,0.41846314,0.46108919,0.43966337,0.012935861,0.042626049,3.6873534,3.6873505,3.6873515,9.0270847e-07,2.8535062e-08,4.4249909e-08,0.14897803,1.6402608e-07,6.5759767e-06,0.0013219623,-2.9244738e-09,0.0001069995,0.1104982,17.250108,-0.0015767512,0.001891756,-0.51704018,20.723266,-5.5359158e-09,0.00058963663,0.033447777,0.00055746295,0.10034333,9.1588377e-05,-0.51704056,-5.5359158e-09,0,-78.797916,0,-3.4304979,-2.8616054,-2.5668048,0.00055569551,False,HL=0.0<15,7.71,False,,
IRCON,RVNL,0.545531,44,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1.1820858e-07,5.9067052e-08,0.00034381475,0.00024303714,0.011170711,0.0055818364,4.1446788e-07,0.0006437918,0.28520565,0.14251298,224905.89,5.082619,15,False,0.77371372,0.77646976,0.76204322,0.0083072941,0.0027560339,0.60298972,0.62519228,0.64821549,0.030142287,6.0261734e-05,0.0018631942,0.1571536,0.033120428,7.1769925e-07,0.0011121441,1.7360905e-09,0.00013605995,0.26411462,30.397433,-0.0023847373,0.0032978046,-0.4734853,20.723266,-3.4305103e-10,0.00077152193,0.033447777,0.00055746295,0.10034333,0.00011984066,-0.47347959,-3.4305103e-10,0,-80.1252,0,-3.4304979,-2.8616054,-2.5668048,-0.00039258863,False,HL=0.0<15,7.37,False,,
HINDCOPPER,HINDZINC,0.541381,45,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,3.8470511e-07,1e-12,0.00062024601,1e-06,0.036354633,9.45e-08,1.1602475e-06,0.0010771479,0.33157159,8.6188508e-07,197079.82,4.453781,15,False,0.16762463,0.23916433,0.23063326,0.022831437,0.071539707,4.7797129,4.7797027,4.7797055,3.0054319e-06,2.6995131e-08,4.4249922e-08,0.14646983,1.5509365e-07,1.1303735e-05,0.0018138955,-1.3859545e-08,0.00015850992,-0.18382167,346.62624,-0.0071765513,0.0067079986,-0.44155161,20.723266,-1.3883824e-08,0.0009155793,0.033447777,0.00055746295,0.10034333,0.00014221712,-0.44153554,-1.3883824e-08,0,-77.059515,0,-3.4304979,-2.8616054,-2.5668048,-0.00095545383,False,HL=0.0<15,6.9,False,,
INDIANB,UNIONBANK,0.539389,46,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.00037911205,0.0194708,2.6377426e-09,2.6377426e-09,108784.49,2.458407,11,True,0.84104513,0.8282281,0.82831382,0.0013907189,0.012817033,2.5056653,2.5051055,2.5051108,0.00026631059,5.2489941e-09,4.2891176e-08,8.6739512e-05,8.6975257e-06,-0.0029282077,0.020423572,3.3506752e-05,0.01946935,0.34108689,0.74670959,-0.064673037,0.079581718,0.99885415,0.0013137655,-0.0016593367,0.00093221787,527.60343,8.7933904,1582.8103,0.018186264,0.9986871,-2.1785479e-06,3.9532268e-09,-4.8148437,5.0939391e-05,-3.4304979,-2.8616053,-2.5668048,0.49093814,True,PASS,6.96,False,,
IREDA,RVNL,0.536454,47,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1.1921777e-06,1e-12,0.0010918689,1e-06,0.11266079,9.45e-08,2.4758613e-06,0.001573487,0.48152038,4.0389985e-07,180391.41,4.076642,15,False,1.3871615,1.4226621,1.3826827,0.015173108,0.035500604,-3.0464445,-3.0464391,-3.0464408,1.5949206e-06,7.673357e-08,4.4249964e-08,0.16505244,7.1403067e-08,4.6058351e-06,0.0014136673,1.434862e-08,0.0001133058,0.57065004,64.81783,-0.0026057986,0.0029748207,-0.49087923,20.723266,2.169766e-08,0.00063552476,0.033447777,0.00055746295,0.10034333,9.8716189e-05,-0.49088207,2.169766e-08,0,-80.801063,0,-3.4304979,-2.8616054,-2.5668048,-4.0219597e-05,False,HL=0.0<15,7.45,False,,
NMDC,TATASTEEL,0.536416,48,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,9.556413e-05,0.0097756908,1.0464177e-08,1.0464177e-08,-86187.459,-1.947739,15,False,-0.36472877,-0.32093736,-0.34100589,0.012850697,0.043791407,6.2026597,6.209712,6.2063529,0.0021174504,3.2316418e-09,4.2879996e-08,0.00013255308,1.7688693e-05,0.0098950691,0.031365014,-0.00013136802,0.025225792,-0.14005278,-0.42818205,-0.078865579,0.06525058,0.99866253,0.0013352363,0.0002440283,0.0013051224,519.11948,8.6519914,1557.3585,0.02525557,0.99866565,3.2561801e-07,2.8530132e-08,-5.5777521,1.4193574e-06,-3.4304978,-2.8616053,-2.5668048,0.49622456,True,PASS,6.56,False,,
CANBK,INDIANB,0.532267,49,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.00073131127,0.027042767,1.3674068e-09,1.3674068e-09,85895.862,1.941149,15,False,0.21563895,0.19459881,0.20592363,0.0075092226,0.021040143,3.5735448,3.5705805,3.5723125,0.0011571465,4.8482621e-09,4.3467067e-08,6.384586e-05,4.7503546e-06,-0.011606963,0.0310245,-9.6321484e-05,0.027041673,-0.35501707,0.61512378,-0.099691217,0.083717307,0.99932796,0.00066951429,0.00023411685,0.00099156731,1035.2986,17.254976,3105.8957,0.027097379,0.99933071,1.5669212e-07,6.1413469e-05,-3.6267341,0.0052700232,-3.4304978,-2.8616053,-2.5668048,0.49553648,True,PASS,7.49,False,,
HINDALCO,HINDZINC,0.531517,50,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1.4445113e-06,1e-12,0.0012018782,1e-06,0.13650632,9.45e-08,0.00020309791,0.014251242,0.0071123887,4.9237336e-09,135531.37,3.062856,15,False,-0.084620199,-0.032463741,-0.057759043,0.013069655,0.052156458,7.2185326,7.2185319,7.2185321,2.1118454e-07,2.0216832e-06,4.4249993e-08,0.064631015,1.1709927e-08,1.8015772e-05,0.0014227159,-1.5079053e-07,0.00074476071,-1.2789538,176.88014,-0.028687966,0.021907161,0.2342975,1.451134,-1.4380311e-07,0.0012687941,0.47765898,0.0079609831,1.432977,0.00074477037,0.23430444,-1.1010941e-07,0,-69.217986,0,-3.4304979,-2.8616054,-2.5668048,-0.0098486357,False,HL=0.5<15,7.19,False,,
HCLTECH,TECHM,0.530947,51,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.00049917654,0.022342259,2.0032993e-09,2.0032993e-09,74166.756,1.676085,15,False,0.52812693,0.48899527,0.51332171,0.01229314,0.039131664,3.527338,3.5218603,3.5252418,0.0017205936,3.8120444e-09,4.3537049e-08,6.8174858e-05,5.5263091e-06,-0.020138019,0.028263961,-6.4962492e-05,0.022379091,0.63596918,0.89150172,-0.057889896,0.077060704,0.99936669,0.00061882323,-0.0012568558,0.00079659348,1120.1053,18.668422,3360.3159,0.022643234,0.99938137,-7.7753095e-07,0.00012779299,-3.5451647,0.0069001627,-3.4304978,-2.8616053,-2.5668048,0.48135558,True,PASS,6.34,False,,
IRCON,RAILTEL,0.530915,52,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0035603666,0.059668808,2.8086995e-10,2.8086995e-10,56503.457,1.276914,15,False,0.21907921,0.20661983,0.2112699,0.0052921442,0.012459385,3.7876178,3.785369,3.7862547,0.00099370683,1.1212313e-08,4.3528582e-08,4.4547529e-05,1.9772527e-06,-0.01656933,0.064512693,-0.00088156648,0.05966089,-0.48744917,0.036636796,-0.1802028,0.13330093,0.99977631,0.00021997555,-0.0058176334,0.0012619887,3151.0192,52.516987,9453.0576,0.060166293,0.99978005,-1.2795964e-06,0.014354595,-2.1092233,0.24082207,-3.4304978,-2.8616053,-2.5668048,0.5068163,False,ADF_p=0.2408; HL=3151>1440,6.52,False,,
BSE,CDSL,0.530525,53,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,5.0195344e-06,0.00011296586,0.0022404317,0.01062854,0.474346,10.675273,0.0014514662,0.038098113,0.0034582509,0.077828789,92818.144,2.097585,15,False,0.96383386,0.8425819,0.87251738,0.041953775,0.12125196,0.84894917,2.3976376,1.7345174,0.46905285,0.04079381,2.0650461,0.038706382,0.13168054,3.9125064e-05,0.0013305115,3.9047222e-08,0.00071472747,0.43975247,149.54841,-0.022386429,0.026969925,0.27462877,1.2923615,7.4270548e-08,0.0011490524,0.53634157,0.0089390261,1.6090247,0.00071471488,0.2746215,5.3874258e-08,0,-69.808096,0,-3.4304979,-2.8616054,-2.5668048,-0.010114218,False,HL=0.5<15,7.57,False,,
BANKBARODA,INDIANB,0.530023,54,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.00040353793,0.020088254,2.4780818e-09,2.4780818e-09,96431.498,2.179243,15,False,0.40196932,0.38631822,0.39429199,0.0070787081,0.015651094,2.9866239,2.9843309,2.9855404,0.0010761566,3.849513e-09,4.3420284e-08,7.5539889e-05,6.6373547e-06,-0.0067106505,0.02466243,-4.3734592e-05,0.020088852,-0.94888131,2.7707833,-0.092179553,0.059183069,0.99909634,0.00090009729,0.00076457264,0.00085422668,770.08029,12.834671,2310.2409,0.020133228,0.99910031,6.8788014e-07,4.2520958e-06,-3.7169701,0.0038806883,-3.4304978,-2.8616053,-2.5668048,0.46573036,True,PASS,6.99,False,,
COFORGE,PERSISTENT,0.529418,55,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0041769666,0.064629456,2.3940819e-10,2.3940819e-10,37150.555,0.839561,15,False,0.31926154,0.28283942,0.29071952,0.011280883,0.03642212,4.7599863,4.7567389,4.7576827,0.0013458015,8.0401073e-09,4.3845474e-08,3.7049629e-05,1.3897547e-06,-0.050087728,0.075383283,-0.00063575866,0.065162572,-0.34136177,-0.91923978,-0.19225748,0.1172816,0.99983257,0.00016426711,0.00033181636,0.0011924631,4219.6345,70.327242,12658.904,0.065789207,0.99983575,5.4502039e-08,0.029504656,-1.8711137,0.34576973,-3.4304979,-2.8616054,-2.5668048,0.49440148,False,ADF_p=0.3458; HL=4220>1440,6.34,False,,
NBCC,RVNL,0.529085,56,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1.8720562e-06,1e-12,0.0013682311,1e-06,0.17690931,9.45e-08,3.9931578e-06,0.0019982887,0.46881599,2.5042837e-07,169978.28,3.841317,15,False,1.9914686,2.0298382,1.9778152,0.018938422,0.038369633,-6.724591,-6.724585,-6.7245869,1.7684043e-06,1.2269774e-07,4.4249977e-08,0.16481349,4.5349969e-08,4.8903967e-06,0.002070512,2.4878234e-08,0.00016551875,0.36375021,65.551284,-0.0039187569,0.0043238253,-0.46709303,20.723266,4.2696658e-08,0.00094220208,0.033447777,0.00055746295,0.10034333,0.00014635244,-0.46709167,4.2696658e-08,0,-78.928481,0,-3.4304979,-2.8616054,-2.5668048,-0.00049049424,False,HL=0.0<15,7.57,False,,
INDIANB,PNB,0.528053,57,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,8.9382458e-06,1e-06,0.0029896899,9.45e-08,0.84466423,0.0012530236,0.035398073,7.9806957e-10,0.007133342,105226.12,2.377991,15,False,1.1317278,1.1349823,1.1349827,4.0980654e-07,0.0032545028,1.2830405,1.4344975,1.363813,0.094087174,4.6989341e-06,0.00020361135,2.1887584e-05,0.080938247,4.1355196e-05,0.0022821136,4.3679312e-07,0.0015871466,0.10034064,28.727123,-0.029286389,0.02464634,0.8033868,0.21923133,-4.4949999e-07,0.0010500369,3.161716,0.052695266,9.4851479,0.0015857629,0.80313591,-8.8490406e-08,0,-48.45691,0,-3.4304979,-2.8616054,-2.5668048,0.056044699,False,HL=3.2<15,7.85,False,,
DLF,PRESTIGE,0.527931,58,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.00063108955,0.025121496,1.5845612e-09,1.5845612e-09,84698.168,1.914083,15,False,0.2294029,0.20807669,0.21403694,0.0077978395,0.021326217,4.8691455,4.866235,4.8671629,0.0011793496,4.2034685e-09,4.3543717e-08,6.3177029e-05,4.8737218e-06,-0.011698429,0.030614876,-0.00021436398,0.025128525,-0.68884489,0.19972377,-0.09782841,0.05093586,0.99926757,0.00073907357,-0.0006008489,0.00096194132,937.85952,15.630992,2813.5786,0.025020141,0.9992612,-4.4390748e-07,2.4454479e-05,-3.6100224,0.0055722868,-3.4304979,-2.8616054,-2.5668048,0.4828967,True,PASS,7.2,False,,
PREMIERENE,WAAREEENER,0.527219,59,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,7.8885405e-08,1e-12,0.00028086546,1e-06,0.0074546708,9.45e-08,4.4714058e-07,0.00066868571,0.17642193,2.2364331e-06,218922.25,4.947395,15,False,0.36631437,0.37373597,0.35354305,0.013068545,0.0074216002,3.9238552,3.9238429,3.9238462,3.7757283e-06,7.0906508e-09,4.4249844e-08,0.11561246,3.9607476e-07,1.4937393e-06,0.0013431872,-5.7667245e-09,0.00013875198,-0.14489614,147.99281,-0.0054029385,0.00506263,-0.45388852,20.723266,-1.0026178e-08,0.00079596226,0.033447777,0.00055746295,0.10034333,0.00012363698,-0.45388677,-1.0026178e-08,0,-79.156293,0,-3.4304979,-2.8616054,-2.5668048,-0.00068618764,False,HL=0.0<15,6.81,False,,
INFY,TECHM,0.524573,60,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1.2991532e-07,1e-12,0.00036043768,1e-06,0.012276998,9.45e-08,5.0887076e-07,0.00071335178,0.25530121,1.9651355e-06,215468.68,4.869349,15,False,-0.099887439,-0.14090442,-0.11596779,0.01933913,0.041016978,8.0880412,8.0880261,8.088031,4.6069456e-06,9.7999681e-09,4.4249915e-08,0.12793305,2.7284166e-07,-7.2011191e-06,0.0011509354,-7.0251784e-09,0.00010144432,-2.7037486,580.88684,-0.0058929773,0.0046339123,-0.47444031,20.723266,-5.8616413e-09,0.000574891,0.033447777,0.00055746295,0.10034333,8.9297934e-05,-0.47442365,-5.8616413e-09,0,-78.815796,0,-3.4304979,-2.8616054,-2.5668048,-0.00027683854,False,HL=0.0<15,7.26,False,,
TCS,TECHM,0.523757,61,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.00017537025,0.013242743,5.7022213e-09,5.7022213e-09,98074.116,2.216364,15,False,0.55673944,0.52088555,0.54054396,0.012619539,0.035853892,3.9685296,3.9633853,3.966103,0.0017451163,2.5934488e-09,4.3490838e-08,9.7371807e-05,9.7168966e-06,-0.011108437,0.01713858,-1.0477054e-05,0.013246082,-0.078196315,0.1527218,-0.06031905,0.042707223,0.99866226,0.0013029611,-0.00026705627,0.00068537437,531.97843,8.8663071,1595.9353,0.013426015,0.99869789,-3.4773733e-07,5.9185374e-08,-4.9414358,2.89447e-05,-3.4304978,-2.8616053,-2.5668048,0.47784536,True,PASS,7.48,False,,
JINDALSTEL,TATASTEEL,0.522234,62,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,9.7534993e-05,1e-06,0.0098759806,9.45e-08,9.2170568,0.020088571,0.14173416,4.9779548e-11,0.0048552478,44224.341,0.99942,15,False,2.440028,2.4396962,2.4396964,2.0997714e-07,0.00033179442,-5.5533772,-5.9414484,-5.8151601,0.1278625,1.6673432e-05,0.0018289242,3.6136576e-06,0.067275595,-0.00013082829,0.0051413959,1.1861271e-06,0.003527316,0.014080199,16.087425,-0.042729967,0.046704541,0.85234301,0.15976357,1.389399e-06,0.0019939131,4.338581,0.072309683,13.015743,0.0035273808,0.85234529,2.051513e-07,0,-45.128942,0,-3.4304979,-2.8616054,-2.5668048,0.084932208,False,HL=4.3<15,7.83,False,,
NATIONALUM,NMDC,0.519357,63,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,2.7774467e-06,1e-12,0.0016665674,1e-06,0.26246872,9.45e-08,0.0009511567,0.030840828,0.0029200727,1.0513515e-09,107906.89,2.438574,15,False,-0.24975841,-0.14009794,-0.17540882,0.033482477,0.10966047,6.6641884,6.6641879,6.6641881,1.4222035e-07,1.0097952e-05,4.4249996e-08,0.047986041,6.0355355e-09,5.150136e-05,0.0024577649,-4.9186031e-07,0.0015145005,0.17045985,65.530327,-0.042022092,0.042051535,0.5766016,0.55075813,-1.0110407e-07,0.0015891269,1.2585328,0.020975547,3.7755985,0.0015141299,0.57651258,-4.2816301e-08,0,-61.380289,0,-3.4304979,-2.8616054,-2.5668048,-0.0011305579,False,HL=1.3<15,7.07,False,,
