symbol_a,symbol_b,pearson_rho
ABCAPITAL,CHOLAFIN,0.329515
CONCOR,RECLTD,0.329465
ANGELONE,JIOFIN,0.329402
MOTHERSON,SONACOMS,0.329044
IREDA,KFINTECH,0.329021
NBCC,SOLARINDS,0.329005
BHARTIARTL,RELIANCE,0.328991
HBLENGINE,IRCON,0.328982
MAZDOCK,SIEMENS,0.328978
BDL,HUDCO,0.32883
NBCC,PGEL,0.328771
BHEL,CDSL,0.32869
NMDC,PNB,0.32866
CGPOWER,RECLTD,0.328627
NBCC,NCC,0.328604
APOLLOHOSP,MAXHEALTH,0.328516
IREDA,PNBHOUSING,0.328494
PERSISTENT,TATATECH,0.328489
BSE,RECLTD,0.328413
BANKINDIA,RVNL,0.328385
GODREJPROP,MAZDOCK,0.328276
CANBK,HUDCO,0.328091
COCHINSHIP,RAILTEL,0.328055
CDSL,EXIDEIND,0.328002
DRREDDY,ZYDUSLIFE,0.327963
ANGELONE,MCX,0.327898
BHEL,CGPOWER,0.32786
CDSL,KALYANKJIL,0.327785
BANKINDIA,NMDC,0.327779
BAJAJFINSV,CHOLAFIN,0.327583
BAJFINANCE,RECLTD,0.327581
ADANIGREEN,SUZLON,0.32752
CANBK,TATAPOWER,0.327465
NHPC,RVNL,0.327355
EXIDEIND,JIOFIN,0.327324
INOXWIND,IRCTC,0.327306
ASHOKLEY,HEROMOTOCO,0.327203
ADANIGREEN,DLF,0.327119
INDIANB,JIOFIN,0.327048
JIOFIN,NMDC,0.327026
CONCOR,MAZDOCK,0.326994
IREDA,SOLARINDS,0.326821
AUROPHARMA,LAURUSLABS,0.326631
CDSL,CGPOWER,0.326627
CGPOWER,IRFC,0.326581
ABCAPITAL,INDIANB,0.326504
DIXON,JIOFIN,0.326447
IOB,PNB,0.326307
BSE,NBCC,0.326258
CANBK,INDUSINDBK,0.326188
IRFC,NMDC,0.326003
BANKBARODA,IRFC,0.325991
JSWENERGY,NBCC,0.325896
CHOLAFIN,LTF,0.325862
NMDC,PFC,0.32579
BANKBARODA,J&KBANK,0.325733
ABCAPITAL,DLF,0.325654
HAVELLS,NBCC,0.325479
CGPOWER,POLYCAB,0.325479
BANKBARODA,IDFCFIRSTB,0.325347
RAILTEL,SUZLON,0.325243
GMRAIRPORT,MAZDOCK,0.325234
ABB,MAZDOCK,0.325194
CANBK,TATASTEEL,0.32516
GODREJPROP,INDHOTEL,0.325082
BDL,POLYCAB,0.32501
ADANIPORTS,LT,0.324982
NBCC,OBEROIRLTY,0.324961
BHARATFORG,EXIDEIND,0.324952
INOXWIND,TITAGARH,0.324929
ABCAPITAL,MANAPPURAM,0.324883
LT,NBCC,0.324726
GRSE,JWL,0.324698
BDL,PFC,0.324661
INDHOTEL,RECLTD,0.324617
COALINDIA,ONGC,0.324148
IREDA,SHRIRAMFIN,0.324091
IREDA,VOLTAS,0.324083
DIXON,PGEL,0.323978
CDSL,LICHSGFIN,0.323953
ADANIPORTS,MAZDOCK,0.323788
NHPC,SUZLON,0.323787
RECLTD,TATASTEEL,0.323651
BHEL,TATAPOWER,0.3236
IRFC,SOLARINDS,0.323541
BEML,TITAGARH,0.32353
BANKINDIA,IOC,0.323515
INDIANB,NBCC,0.323487
IRFC,JSWENERGY,0.323466
CENTRALBK,IREDA,0.323462
CDSL,LODHA,0.323461
HBLENGINE,IRFC,0.323434
INDIANB,PFC,0.323407
INOXWIND,NHPC,0.323276
CDSL,IEX,0.32322
BAJAJFINSV,SHRIRAMFIN,0.323188
HUDCO,LTF,0.323131
ADANIGREEN,GAIL,0.323043
J&KBANK,UNIONBANK,0.322924
IRCON,RECLTD,0.322888
CDSL,IRCTC,0.322869
DLF,EXIDEIND,0.322654
HUDCO,PNB,0.322546
TATASTEEL,TMPV,0.322254
CDSL,COCHINSHIP,0.32224
ETERNAL,JIOFIN,0.322235
COCHINSHIP,SUZLON,0.322232
EXIDEIND,INOXWIND,0.322133
HINDCOPPER,NMDC,0.322085
CROMPTON,DIXON,0.322061
CDSL,TMPV,0.322049
SUZLON,TMPV,0.321923
ASHOKLEY,JIOFIN,0.321869
IREDA,RBLBANK,0.321821
JIOFIN,LICHSGFIN,0.321817
NMDC,RVNL,0.321706
BANKINDIA,TATAPOWER,0.321518
NMDC,TATAPOWER,0.321516
GRSE,SUZLON,0.321337
BANDHANBNK,NBCC,0.321277
LTF,UNIONBANK,0.321265
CDSL,NMDC,0.321265
IRFC,MOTHERSON,0.32123
GMRAIRPORT,INOXWIND,0.321148
CANBK,INOXWIND,0.320867
HUDCO,TATAPOWER,0.320804
MAZDOCK,VOLTAS,0.320775
GAIL,INOXWIND,0.320667
BHEL,DLF,0.320664
UCOBANK,UNIONBANK,0.320628
APOLLOHOSP,FORTIS,0.320467
ADANIGREEN,MAZDOCK,0.320342
HINDALCO,SAIL,0.320312
INOXWIND,PNB,0.320201
ADANIENT,NHPC,0.320189
BAJFINANCE,LTF,0.320175
CDSL,CONCOR,0.320151
ADANIPORTS,IRFC,0.320147
IREDA,LICI,0.320118
INDIANB,YESBANK,0.320035
IRCTC,JIOFIN,0.320017
RECLTD,SHRIRAMFIN,0.319968
ASHOKLEY,MOTHERSON,0.319846
IREDA,RPOWER,0.319784
ADANIENT,JSWENERGY,0.319776
ABB,BHEL,0.319765
IRFC,PGEL,0.319712
MAHABANK,UCOBANK,0.319674
CDSL,MOTHERSON,0.31967
MAZDOCK,TMPV,0.319668
GRSE,RAILTEL,0.319605
ABCAPITAL,RVNL,0.319604
MAZDOCK,PGEL,0.319548
CONCOR,JIOFIN,0.319513
EXIDEIND,HEROMOTOCO,0.319511
IOC,JIOFIN,0.319503
BHARATFORG,NBCC,0.319483
ADANIENT,PFC,0.319406
IREDA,MANAPPURAM,0.319365
BDL,JWL,0.319218
IREDA,KAYNES,0.31914
ADANIPORTS,CDSL,0.318974
DLF,UNIONBANK,0.318963
CDSL,GRSE,0.318947
DABUR,GODREJCP,0.318879
DLF,TMPV,0.318849
ABB,HAL,0.318803
IREDA,OBEROIRLTY,0.318784
DLF,MOTHERSON,0.318768
CANBK,IOB,0.318723
CAMS,INOXWIND,0.318713
BHARATFORG,TMPV,0.318528
BEL,DLF,0.318527
DIVISLAB,LUPIN,0.318471
SUZLON,TITAGARH,0.318452
AXISBANK,SBIN,0.318448
LTF,RVNL,0.318431
ADANIGREEN,GMRAIRPORT,0.318398
GODREJPROP,HUDCO,0.31833
ANANTRAJ,IREDA,0.318328
CAMS,JIOFIN,0.318317
PNB,TATAPOWER,0.318308
CONCOR,GMRAIRPORT,0.318299
PAYTM,RECLTD,0.318299
EXIDEIND,SUZLON,0.318255
EXIDEIND,TMPV,0.31824
KEI,MAZDOCK,0.318215
ADANIENT,LT,0.318169
ADANIENSOL,AMBUJACEM,0.318167
IOC,RECLTD,0.318141
LT,RVNL,0.318063
IRCON,JIOFIN,0.31806
EICHERMOT,MOTHERSON,0.3179
INDIANB,LTF,0.317844
JIOFIN,JSWSTEEL,0.317828
RVNL,VOLTAS,0.317675
CROMPTON,IREDA,0.31766
GRSE,INOXWIND,0.317646
CENTRALBK,NBCC,0.317567
TATATECH,TCS,0.31753
DIXON,NBCC,0.317528
BANKINDIA,MAZDOCK,0.317514
CDSL,NHPC,0.317437
INOXWIND,PGEL,0.317353
DLF,HAL,0.317307
ANGELONE,CAMS,0.317273
NBCC,PAYTM,0.317258
BDL,TATAPOWER,0.317249
LICHSGFIN,PNB,0.317243
BANKBARODA,LTF,0.317227
IOC,PNB,0.317138
IOC,NBCC,0.317076
IOC,OIL,0.317063
EXIDEIND,RECLTD,0.317055
GMRAIRPORT,PFC,0.316999
CDSL,NUVAMA,0.316908
BAJFINANCE,IREDA,0.316831
HAVELLS,MAZDOCK,0.316747
POLYCAB,SUZLON,0.316735
IOC,RELIANCE,0.316727
CANBK,SHRIRAMFIN,0.316623
JIOFIN,NHPC,0.316603
HAVELLS,IREDA,0.3166
IRCTC,RECLTD,0.316593
ABCAPITAL,MUTHOOTFIN,0.316575
GRSE,JIOFIN,0.316556
INDIANB,IRFC,0.316486
IDBI,UCOBANK,0.316432
KAYNES,SYRMA,0.316412
BHARATFORG,IREDA,0.316275
ADANIPORTS,INOXWIND,0.316127
BDL,RAILTEL,0.316096
GMRAIRPORT,TATAPOWER,0.316011
BANKBARODA,UCOBANK,0.315996
BANKINDIA,GODREJPROP,0.315931
NBCC,TATASTEEL,0.315847
ADANIPORTS,ADANIPOWER,0.315806
RVNL,SOLARINDS,0.315708
INOXWIND,POLYCAB,0.315669
EXIDEIND,RVNL,0.315653
CDSL,RBLBANK,0.315606
CDSL,POLYCAB,0.315573
IOB,UNIONBANK,0.315531
BAJAJ-AUTO,MOTHERSON,0.315506
IOC,TATAPOWER,0.315465
BEML,JWL,0.315462
BEL,PFC,0.315425
CANBK,MAZDOCK,0.315421
ADANIENT,HAL,0.315354
KEI,NBCC,0.31531
IOC,IREDA,0.315258
RVNL,TMPV,0.315212
BANKBARODA,DLF,0.315204
INOXWIND,KALYANKJIL,0.315188
ADANIPORTS,DLF,0.315179
ANANTRAJ,IRFC,0.315175
CANBK,TMPV,0.315128
AMBER,KAYNES,0.315051
ADANIPORTS,SUZLON,0.315
FEDERALBNK,INDIANB,0.314999
IRFC,TATATECH,0.314999
HAVELLS,INOXWIND,0.31495
PFC,SHRIRAMFIN,0.314875
HUDCO,LICHSGFIN,0.314759
ADANIENT,TATASTEEL,0.314631
BEML,RAILTEL,0.314573
ADANIENT,GODREJPROP,0.314531
CONCOR,SUZLON,0.314524
TATAPOWER,TMPV,0.31438
IDBI,IOB,0.314322
BANDHANBNK,INDIANB,0.314304
BEL,ZENTEC,0.314218
GODREJPROP,PFC,0.314018
PRESTIGE,RVNL,0.314011
IRB,IRFC,0.314007
BDL,HBLENGINE,0.313978
CDSL,PGEL,0.313916
BANKBARODA,IOB,0.313892
DIVISLAB,ZYDUSLIFE,0.313887
ADANIENSOL,NBCC,0.313883
HAVELLS,POLYCAB,0.313823
IREDA,TATASTEEL,0.313787
AMBUJACEM,RECLTD,0.313742
COCHINSHIP,JIOFIN,0.313668
JIOFIN,M&M,0.31366
KFINTECH,NBCC,0.313646
IRCTC,MAZDOCK,0.313565
ADANIENSOL,IRFC,0.313496
HINDZINC,JSWSTEEL,0.31345
IRFC,YESBANK,0.313374
KAYNES,NBCC,0.313323
CHOLAFIN,MUTHOOTFIN,0.313318
ABCAPITAL,HUDCO,0.31325
BDL,GODREJPROP,0.313245
DRREDDY,LUPIN,0.313236
ABB,SUZLON,0.313168
SAIL,VEDL,0.313155
HEROMOTOCO,JIOFIN,0.313105
IEX,IRFC,0.313093
BDL,KAYNES,0.313085
AMBUJACEM,DLF,0.313084
BEL,TATAPOWER,0.313046
BANKBARODA,CDSL,0.313028
MAZDOCK,PNB,0.312917
INOXWIND,VOLTAS,0.312899
INOXWIND,SJVN,0.312888
ABCAPITAL,INOXWIND,0.312875
ABCAPITAL,GODREJPROP,0.312841
ADANIPORTS,RECLTD,0.312835
NBCC,YESBANK,0.312797
PNB,RVNL,0.312752
MOTHERSON,UNOMINDA,0.312726
ASHOKLEY,TMPV,0.312721
CDSL,SOLARINDS,0.31272
AMBUJACEM,IRFC,0.312659
ABCAPITAL,TATAPOWER,0.312607
BSE,PAYTM,0.312563
MOTHERSON,RECLTD,0.312544
CONCOR,INOXWIND,0.312489
IRFC,VOLTAS,0.312411
IOC,NMDC,0.31237
ASHOKLEY,TVSMOTOR,0.31229
GMRAIRPORT,SUZLON,0.31225
IFCI,IRCON,0.312048
LT,M&M,0.312041
NBCC,UPL,0.31204
NHPC,POWERGRID,0.312
ASTRAL,NBCC,0.311862
KALYANKJIL,MAZDOCK,0.311759
HINDUNILVR,NESTLEIND,0.311741
LT,SBIN,0.311691
BANKINDIA,TATASTEEL,0.31163
BANKINDIA,INDUSINDBK,0.311614
IRCTC,SUZLON,0.31161
MAZDOCK,NHPC,0.311546
COCHINSHIP,SOLARINDS,0.311448
BSE,RVNL,0.311429
LICHSGFIN,RVNL,0.311361
CDSL,UNIONBANK,0.311315
MAZDOCK,MOTHERSON,0.311293
DIXON,INOXWIND,0.311207
CAMS,KFINTECH,0.310976
INOXWIND,JWL,0.310973
BDL,GMRAIRPORT,0.310874
BIOCON,GLENMARK,0.310804
DLF,NMDC,0.310762
ANANTRAJ,NBCC,0.310731
BANKBARODA,RVNL,0.310712
NBCC,SIEMENS,0.31062
CONCOR,PFC,0.310619
TATAPOWER,TORNTPOWER,0.310586
CENTRALBK,IRFC,0.310529
INDHOTEL,IRFC,0.310523
NBCC,PPLPHARMA,0.310491
GAIL,JIOFIN,0.310399
NBCC,RBLBANK,0.310374
HAL,PFC,0.310367
ABCAPITAL,BSE,0.310359
NBCC,TATATECH,0.310316
IRFC,PNBHOUSING,0.310287
SJVN,SUZLON,0.310135
DLF,LTF,0.310132
RECLTD,SJVN,0.31008
JIOFIN,RBLBANK,0.310037
HUDCO,RAILTEL,0.310033
JIOFIN,POLYCAB,0.309966
EXIDEIND,MAZDOCK,0.309962
INDHOTEL,INOXWIND,0.309931
CDSL,SHRIRAMFIN,0.309902
IRB,IREDA,0.309886
JSWENERGY,RECLTD,0.309868
CENTRALBK,SBIN,0.309843
GAIL,NMDC,0.309792
CANBK,SUZLON,0.309741
KALYANKJIL,RVNL,0.30959
IREDA,PPLPHARMA,0.309553
POLYCAB,RVNL,0.30953
ANGELONE,RECLTD,0.30953
MARUTI,MOTHERSON,0.309494
BHEL,CANBK,0.309421
BSE,PFC,0.309343
ASHOKLEY,CANBK,0.309331
NMDC,UNIONBANK,0.309276
PNB,SUZLON,0.309253
ADANIPORTS,TMPV,0.309248
ASHOKLEY,NBCC,0.309247
DIXON,SUZLON,0.309202
TATAPOWER,TATASTEEL,0.309168
INOXWIND,LICHSGFIN,0.309158
CGPOWER,DLF,0.309153
GAIL,SUZLON,0.309135
IREDA,NCC,0.309134
HDFCAMC,JIOFIN,0.309099
RBLBANK,RECLTD,0.309096
BIOCON,ZYDUSLIFE,0.309059
HAL,SIEMENS,0.309046
HAL,ZENTEC,0.308994
ADANIPORTS,TATASTEEL,0.308983
BANKINDIA,SHRIRAMFIN,0.30894
HAL,TATAPOWER,0.308856
GRASIM,JSWSTEEL,0.308748
INOXWIND,JSWENERGY,0.308745
BANDHANBNK,IRFC,0.308739
ADANIENT,CANBK,0.308737
JSWENERGY,RVNL,0.308724
BPCL,ONGC,0.308718
IRFC,RPOWER,0.308699
IREDA,UPL,0.308687
CANBK,GAIL,0.30863
BANKBARODA,LICHSGFIN,0.30854
IRFC,LICI,0.308522
DIXON,IRFC,0.308518
HDFCAMC,NBCC,0.308475
DABUR,HINDUNILVR,0.308473
CROMPTON,VOLTAS,0.308398
ADANIPORTS,RVNL,0.308368
J&KBANK,MAHABANK,0.308285
BEML,ZENTEC,0.308244
PNB,TATASTEEL,0.308229
CHOLAFIN,IREDA,0.308209
ANGELONE,MAZDOCK,0.308123
DIXON,TRENT,0.308111
IREDA,TATAELXSI,0.307979
LTF,MUTHOOTFIN,0.307958
CAMS,RVNL,0.307935
BDL,HAVELLS,0.307865
IRFC,TATASTEEL,0.307861
PFC,SBIN,0.307823
ADANIGREEN,PFC,0.307819
INOXWIND,NMDC,0.307791
ASHOKLEY,IREDA,0.307773
LT,MAZDOCK,0.307688
CDSL,RAILTEL,0.307671
INOXWIND,KAYNES,0.307671
MAZDOCK,SCI,0.307659
PNB,TMPV,0.307643
AMBUJACEM,TATAPOWER,0.307638
BANKINDIA,MOTHERSON,0.307628
BANKBARODA,NMDC,0.307617
ABCAPITAL,BAJFINANCE,0.307575
INOXWIND,MOTHERSON,0.307462
IDFCFIRSTB,IREDA,0.30745
AMBER,IREDA,0.307438
JPPOWER,RPOWER,0.307425
NBCC,RPOWER,0.307421
HDFCLIFE,MFSL,0.307417
INOXWIND,TMPV,0.307357
JIOFIN,LODHA,0.307204
BSE,LTF,0.307197
IRFC,KFINTECH,0.307171
BHARATFORG,TVSMOTOR,0.307119
INDUSINDBK,UNIONBANK,0.307115
IRFC,POLYCAB,0.307093
LTF,RBLBANK,0.30704
CROMPTON,NBCC,0.307027
CDSL,MANAPPURAM,0.307013
BANDHANBNK,IDFCFIRSTB,0.306942
RVNL,UNIONBANK,0.30691
JIOFIN,YESBANK,0.306844
NMDC,SUZLON,0.306817
BANKINDIA,GMRAIRPORT,0.306804
BANKINDIA,SUZLON,0.306667
BHEL,GRSE,0.306531
JIOFIN,TRENT,0.30653
IRFC,PRESTIGE,0.306501
MAZDOCK,NMDC,0.306498
IOC,PFC,0.306482
LODHA,RECLTD,0.306452
BDL,VOLTAS,0.306401
BANDHANBNK,RBLBANK,0.306382
HAL,POLYCAB,0.306259
BANKINDIA,BHEL,0.306228
RAILTEL,SJVN,0.306214
IRB,RVNL,0.306167
NCC,RVNL,0.306123
BHEL,HUDCO,0.306067
CDSL,INDIANB,0.306054
ABB,NBCC,0.306016
BANKBARODA,IOC,0.305996
BAJFINANCE,SBIN,0.305987
LODHA,RVNL,0.305929
ASHOKLEY,BANKINDIA,0.305927
DLF,GMRAIRPORT,0.305828
COLPAL,MARICO,0.305712
ABCAPITAL,GMRAIRPORT,0.305706
NBCC,PNBHOUSING,0.305662
HAL,IRCON,0.30566
JIOFIN,SOLARINDS,0.305647
IOC,IRFC,0.305623
LICI,NBCC,0.305622
INDUSINDBK,PNB,0.30545
ADANIENT,HUDCO,0.305424
HUDCO,UNIONBANK,0.305288
ANGELONE,KFINTECH,0.305263
GODREJPROP,TATAPOWER,0.305214
INFY,TATATECH,0.305199
RPOWER,SJVN,0.30519
CDSL,TATATECH,0.305158
JIOFIN,KALYANKJIL,0.305136
ADANIPORTS,BDL,0.305041
ADANIGREEN,BHEL,0.30504
LTM,TATATECH,0.305038
BANKINDIA,GAIL,0.305028
CHOLAFIN,JIOFIN,0.305026
BDL,CONCOR,0.305011
IOC,TATASTEEL,0.30495
CDSL,VOLTAS,0.304785
AMBUJACEM,INOXWIND,0.304785
HINDZINC,SAIL,0.30476
HDFCAMC,IRFC,0.304703
CAMS,SUZLON,0.304634
BANDHANBNK,CDSL,0.30462
BAJFINANCE,IRFC,0.30461
LICHSGFIN,LTF,0.304583
MOTHERSON,SUZLON,0.304524
CANBK,MOTHERSON,0.304494
JIOFIN,JSWENERGY,0.304486
AMBUJACEM,GRASIM,0.304437
BAJFINANCE,PFC,0.304407
CDSL,TITAGARH,0.304382
ABCAPITAL,RBLBANK,0.304349
PRESTIGE,RECLTD,0.304348
MUTHOOTFIN,SHRIRAMFIN,0.304329
PFC,TMPV,0.304285
IRFC,KAYNES,0.304224
IRB,NBCC,0.30422
PFC,TATASTEEL,0.304202
BAJFINANCE,CDSL,0.304201
CONCOR,DLF,0.304198
IRFC,NCC,0.304188
NMDC,NSLNISP,0.304159
DATAPATTNS,NBCC,0.304119
BDL,EXIDEIND,0.304018
AXISBANK,ICICIBANK,0.303931
HAVELLS,IRFC,0.30393
IREDA,KEI,0.303903
CIPLA,ZYDUSLIFE,0.303897
BRITANNIA,MARICO,0.303846
CDSL,HAVELLS,0.303818
AMBER,MAZDOCK,0.303813
BHEL,COCHINSHIP,0.30373
GODREJPROP,PNB,0.303715
COCHINSHIP,SCI,0.303692
ABCAPITAL,MAZDOCK,0.30368
LICHSGFIN,UNIONBANK,0.303673
CHOLAFIN,RECLTD,0.303639
IRCON,RPOWER,0.303631
BIOCON,LUPIN,0.303609
JIOFIN,TATATECH,0.30351
COLPAL,GODREJCP,0.30347
CONCOR,IRCTC,0.30333
JWL,SUZLON,0.303323
BEL,IRCON,0.303316
AUROPHARMA,DIVISLAB,0.303298
ADANIENSOL,GAIL,0.303295
ABB,IREDA,0.303246
GAIL,PNB,0.303167
AUBANK,IDFCFIRSTB,0.303123
ADANIENT,TMPV,0.303113
BEL,POLYCAB,0.303111
AMBUJACEM,MAZDOCK,0.303101
ADANIPORTS,BHEL,0.303043
DATAPATTNS,RVNL,0.303004
ASHOKLEY,MAZDOCK,0.302975
CONCOR,HUDCO,0.302947
CDSL,PNBHOUSING,0.302942
CGPOWER,TATAPOWER,0.302936
BHARATFORG,JIOFIN,0.302917
AMBER,KALYANKJIL,0.302916
BHEL,NMDC,0.302862
BAJFINANCE,MUTHOOTFIN,0.302819
BANKINDIA,TMPV,0.302678
ASHOKLEY,CDSL,0.302651
IRFC,MANAPPURAM,0.302641
DLF,KALYANKJIL,0.302608
POLYCAB,RECLTD,0.302605
ABB,BDL,0.302566
CIPLA,SUNPHARMA,0.302553
HEROMOTOCO,NBCC,0.302533
MAZDOCK,TATASTEEL,0.302471
IRFC,SHRIRAMFIN,0.302445
BRITANNIA,TATACONSUM,0.302411
ASTRAL,IREDA,0.30235
BHEL,POLYCAB,0.302341
ENGINERSIN,IRCON,0.302308
BANKBARODA,TATAPOWER,0.302289
CDSL,TATASTEEL,0.302278
ASHOKLEY,IRFC,0.302222
MARICO,TATACONSUM,0.302219
JIOFIN,LICI,0.302093
BAJFINANCE,LT,0.302093
GAIL,JSWENERGY,0.302074
COCHINSHIP,RECLTD,0.302043
DIXON,RVNL,0.302033
ANANTRAJ,DLF,0.30203
MOTHERSON,TATAPOWER,0.302026
GODREJPROP,LTF,0.302009
JIOFIN,TITAGARH,0.302008
ADANIENT,PNB,0.301958
ABCAPITAL,ASHOKLEY,0.301922
DRREDDY,SUNPHARMA,0.301902
IRCTC,TATAPOWER,0.30186
COALINDIA,IOC,0.301834
INOXWIND,LODHA,0.301762
TATATECH,TECHM,0.301731
AUROPHARMA,BIOCON,0.301704
BANKBARODA,HUDCO,0.301698
LT,TATASTEEL,0.301588
JIOFIN,KAYNES,0.301539
IRFC,RBLBANK,0.30151
CONCOR,TATAPOWER,0.301472
BDL,KEI,0.301425
DLF,INDIANB,0.301421
MAHABANK,SBIN,0.301385
IRCON,PFC,0.30136
IRFC,PAYTM,0.301353
DLF,NHPC,0.301328
ADANIGREEN,BDL,0.301265
RAILTEL,RECLTD,0.30123
INOXWIND,RITES,0.301191
CAMS,IRCTC,0.301138
CDSL,UPL,0.301137
IRFC,PPLPHARMA,0.30113
ADANIPOWER,TATAPOWER,0.301061
BANKBARODA,INDUSINDBK,0.301057
ADANIGREEN,SJVN,0.301036
ADANIENT,BANKINDIA,0.300878
BSE,CANBK,0.300864
INOXWIND,UNIONBANK,0.300863
BANDHANBNK,JIOFIN,0.300842
BDL,BSE,0.300822
IDBI,J&KBANK,0.300819
ADANIENT,GAIL,0.300809
EXIDEIND,GODREJPROP,0.300786
INDHOTEL,PRESTIGE,0.30076
HDFCAMC,RECLTD,0.300759
HBLENGINE,RAILTEL,0.300736
TATAPOWER,UNIONBANK,0.30071
BPCL,OIL,0.3007
HUDCO,NHPC,0.300696
BPCL,MRPL,0.300641
ADANIGREEN,POWERGRID,0.300606
INOXWIND,LTF,0.300605
LT,TMPV,0.300494
LUPIN,SUNPHARMA,0.300492
RELIANCE,SBIN,0.300439
PGEL,RVNL,0.300406
HBLENGINE,TITAGARH,0.300283
HBLENGINE,JWL,0.30027
GMRAIRPORT,HUDCO,0.300222
IEX,NBCC,0.300201
LODHA,MAZDOCK,0.300121
CANBK,GODREJPROP,0.300115
PNBHOUSING,RECLTD,0.300097
CDSL,GAIL,0.300027
FORTIS,MAXHEALTH,0.300018
CUMMINSIND,POLYCAB,0.300001
ICICIPRULI,SBILIFE,0.299929
IRFC,OBEROIRLTY,0.299924
LTF,PAYTM,0.29991
BHARATFORG,RVNL,0.299846
CENTRALBK,JIOFIN,0.299835
BRITANNIA,NESTLEIND,0.299835
AMBER,NBCC,0.299812
AMBUJACEM,SUZLON,0.299808
DABUR,MARICO,0.299783
MOTHERSON,RVNL,0.299763
INDIANB,UCOBANK,0.299756
ABCAPITAL,SUZLON,0.299704
CGPOWER,INDHOTEL,0.299699
ANANTRAJ,RVNL,0.299651
CUMMINSIND,NBCC,0.299619
CDSL,PRESTIGE,0.299614
ADANIGREEN,HUDCO,0.299602
LTF,TATAPOWER,0.299542
EXIDEIND,TVSMOTOR,0.29954
BHEL,PNB,0.299503
RBLBANK,SBIN,0.299492
CUMMINSIND,IREDA,0.299482
BHEL,SIEMENS,0.299426
MANAPPURAM,RECLTD,0.299416
LTF,NMDC,0.29938
CENTRALBK,YESBANK,0.299373
IRCON,NCC,0.299356
DIXON,DLF,0.299304
CDSL,LT,0.299267
DATAPATTNS,IRCON,0.299248
INDHOTEL,TATAPOWER,0.299247
HBLENGINE,SUZLON,0.299234
BPCL,COALINDIA,0.299139
BEML,HBLENGINE,0.299097
IREDA,MUTHOOTFIN,0.299072
ABB,BEL,0.299039
ADANIENT,CONCOR,0.29903
IREDA,SBIN,0.298987
RVNL,SIEMENS,0.298933
BPCL,RECLTD,0.298928
BDL,DIXON,0.298914
CDSL,CROMPTON,0.298896
CGPOWER,PFC,0.298879
COFORGE,NAUKRI,0.298876
HAVELLS,SUZLON,0.298857
NSLNISP,TATASTEEL,0.29884
MOTHERSON,PFC,0.298823
BANDHANBNK,RECLTD,0.298821
INDUSINDBK,JIOFIN,0.29874
CIPLA,LUPIN,0.298738
FEDERALBNK,IDFCFIRSTB,0.298703
ADANIGREEN,GODREJPROP,0.298689
IDFCFIRSTB,JIOFIN,0.298652
BHEL,GMRAIRPORT,0.298617
HCLTECH,TATATECH,0.298592
HAVELLS,JIOFIN,0.298583
ADANIPORTS,CANBK,0.298578
ABB,RVNL,0.298575
LAURUSLABS,NBCC,0.29855
CHOLAFIN,IRFC,0.298549
DELHIVERY,IREDA,0.298369
BPCL,CANBK,0.298369
ANANTRAJ,GODREJPROP,0.298364
CANBK,GMRAIRPORT,0.298274
ABCAPITAL,NMDC,0.298262
AMBUJACEM,RVNL,0.298237
AMBUJACEM,PFC,0.298208
JIOFIN,PRESTIGE,0.298132
JIOFIN,PGEL,0.298096
AMBER,CROMPTON,0.298096
CAMS,MAZDOCK,0.29809
BAJAJ-AUTO,JIOFIN,0.298047
IRCTC,RAILTEL,0.298045
HUDCO,NMDC,0.298021
IFCI,RVNL,0.297959
IRFC,JBMA,0.297944
TATASTEEL,UPL,0.297829
HBLENGINE,JIOFIN,0.297815
IREDA,JBMA,0.297788
ADANIGREEN,NTPC,0.29774
DLF,HEROMOTOCO,0.29769
COCHINSHIP,OLECTRA,0.29769
CAMS,RECLTD,0.297639
IREDA,LT,0.297633
INDUSINDBK,IREDA,0.297575
BHARATFORG,CDSL,0.297564
INOXWIND,KEI,0.297489
IREDA,UNOMINDA,0.29745
GAIL,TATASTEEL,0.297423
NBCC,SONACOMS,0.297416
ADANIENSOL,CDSL,0.297392
CONCOR,IRCON,0.29736
BANKBARODA,TMPV,0.297323
ANGELONE,RVNL,0.297306
BRITANNIA,DABUR,0.297272
INOXWIND,SIEMENS,0.297246
LICHSGFIN,TATAPOWER,0.297228
ADANIENSOL,RECLTD,0.297054
NMDC,UPL,0.297034
IDBI,INDIANB,0.29699
INOXWIND,SOLARINDS,0.296967
GMRAIRPORT,LTF,0.296966
RECLTD,YESBANK,0.296948
IRCTC,RITES,0.296943
SUZLON,VOLTAS,0.296923
BDL,SIEMENS,0.2969
HINDCOPPER,TATASTEEL,0.296754
INDHOTEL,JUBLFOOD,0.296751
DLF,GAIL,0.296733
BHEL,CONCOR,0.296698
CDSL,YESBANK,0.296694
AMBUJACEM,TATASTEEL,0.296685
CGPOWER,KEI,0.29667
CROMPTON,IRFC,0.296639
MOTHERSON,PNB,0.296618
INOXWIND,RPOWER,0.296609
ABB,INOXWIND,0.296609
IRB,IRCON,0.296605
BDL,NHPC,0.296599
HAL,LT,0.296548
NTPC,RECLTD,0.29653
CENTRALBK,RECLTD,0.296526
GAIL,RVNL,0.296516
IREDA,JMFINANCIL,0.296448
AMBER,CDSL,0.29644
PFC,RBLBANK,0.296426
